Account,date,Daily_PnL,Gross_PnL,Total_Trades,Winning_Trades,PnL_Trades,Avg_Trade_Size_USD,Total_Volume_USD,Max_Trade_Size,Total_Fees,Long_Trades,Short_Trades,Win_Rate,Long_Short_Ratio,Leverage_Proxy,Sentiment,classification,FG_Value,Cum_PnL,Running_Max,Drawdown,Seg_Leverage,Seg_Frequency,Seg_Consistency
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-29,-76.998063,0.0,8,0,0,27499.309999999998,219994.47999999998,108091.97,76.998063,8,0,,10.0,1.8751910672813028,Fear,Fear,26,202411.897429,202558.891155,-146.99372599998605,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-03-31,1859.7914759999999,2112.5276,40,22,22,18052.58175,722103.27,95144.3,252.736124,18,22,1.0,0.8181818181818182,1.2310141614086128,Fear,Fear,34,204271.688905,204271.688905,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-01,1352.590274,1402.082488,20,8,8,7070.317,141406.34,40080.97,49.492214,12,8,1.0,1.5,0.4821282890824221,Fear,Fear,34,205624.279179,205624.279179,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-02,-6.999896,0.0,1,0,0,19999.7,19999.7,19999.7,6.999896,1,0,,10.0,1.363789083737224,Fear,Fear,44,205617.27928299998,205624.279179,-6.999896000023,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-03,-97.978681,0.0,9,0,0,31104.344444444443,279939.1,77107.09,97.978681,9,0,,10.0,2.121020085808082,Fear,Fear,25,205519.300602,205624.279179,-104.97857700000168,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-04,4442.834424,4591.427138999999,21,13,13,20216.697142857145,424550.64,126473.44,148.592715,8,13,1.0,0.6153846153846154,1.3785862224258412,Fear,Fear,28,209962.135026,209962.135026,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-06,-62.990758,0.0,7,0,0,25710.512857142858,179973.59,82722.5,62.990758,7,0,,10.0,1.7532121367749,Fear,Fear,34,209899.144268,209962.135026,-62.990757999999914,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-07,-209.990572,0.0,45,0,0,13332.73688888889,599973.16,95955.82,209.990572,45,0,,10.0,0.9091656887556946,Fear,Extreme Fear,23,209689.153696,209962.135026,-272.9813300000096,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-08,20739.257911,21114.136771999998,28,24,24,38252.94535714285,1071082.47,239739.95,374.87886100000003,4,24,1.0,0.16666666666666666,2.6084865922422806,Fear,Extreme Fear,24,230428.411607,230428.411607,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-09,25569.274120000002,25875.837656,45,24,24,19464.35377777778,875895.92,149999.41,306.563536,21,24,1.0,0.875,1.3272835694601783,Fear,Extreme Fear,18,255997.685727,255997.685727,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-10,-44.970233,0.0,9,0,0,16655.645555555555,149900.81,67254.63,44.970233,9,0,,10.0,1.1357564159093925,Fear,Fear,39,255952.715494,255997.685727,-44.97023300000001,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-11,3134.7570069999997,3188.3381949999994,3,3,3,51029.70333333334,153089.11000000002,139999.51,53.581188,0,3,1.0,0.0,3.4797398137146573,Fear,Fear,25,259087.47250099998,259087.47250099998,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-13,236.086567,253.67505,8,3,3,6281.60375,50252.83,16984.24,17.588483,5,3,1.0,1.6666666666666667,0.4283455563139852,Neutral,Neutral,45,259323.559068,259323.559068,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-14,278.861226,322.73095,27,4,4,4642.299259259259,125342.08,48029.46,43.869724,23,4,1.0,5.75,0.31656060106997497,Fear,Fear,31,259602.42029399998,259602.42029399998,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-16,-26.249583,0.0,4,0,0,18749.704999999998,74998.81999999999,65004.32,26.249583,4,0,,10.0,1.278551328384588,Fear,Fear,29,259576.17071099998,259602.42029399998,-26.249582999997074,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-17,1651.265831,1713.120195,9,8,8,19636.307777777776,176726.77,72393.2,61.854364,1,8,1.0,0.125,1.339009194749805,Fear,Fear,30,261227.43654199998,261227.43654199998,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-18,-17.49932,0.0,4,0,0,12499.515,49998.06,17149.75,17.49932,4,0,,10.0,0.8523478906688443,Fear,Fear,33,261209.93722199998,261227.43654199998,-17.499320000002626,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-19,669.22425,721.976596,18,13,13,8373.388333333334,150720.99000000002,49999.73,52.752346,5,13,1.0,0.38461538461538464,0.5709853449248052,Fear,Fear,32,261879.16147199998,261879.16147199998,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-20,-43.748961,0.0,8,0,0,15624.63125,124997.05,39410.86,43.748961,8,0,,10.0,1.0654510585743533,Fear,Fear,37,261835.412511,261879.16147199998,-43.74896099997568,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-21,406.494601,459.153994,9,9,9,16717.272222222222,150455.44999999998,98370.87,52.659392999999994,0,9,1.0,0.0,1.139958767708025,Fear,Fear,39,262241.907112,262241.907112,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-24,-26.249421,0.0,4,0,0,18749.59,74998.36,24999.76,26.249421,0,4,,0.0,1.278543486479728,Greed,Greed,63,262215.657691,262241.907112,-26.24942100001499,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-25,-157.50983,0.0,16,0,0,28126.7575,450028.12,96040.98,157.50983,0,16,,0.0,1.9179770116263788,Greed,Greed,60,262058.147861,262241.907112,-183.7592509999813,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-04-30,5042.936519,5286.100993,36,23,23,19298.768333333333,694755.66,110431.37,243.16447399999998,26,10,1.0,2.6,1.315992219011966,Greed,Greed,56,267101.08438,267101.08438,0.0,Low Leverage,Frequent,Consistent Winner
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2025-05-01,1150.317933,1220.746604,14,7,10,14373.198571428571,201224.78,41300.16,70.42867100000001,3,11,0.7,0.2727272727272727,0.9801152672340958,Neutral,Neutral,53,268251.402313,268251.402313,0.0,Low Leverage,Frequent,Consistent Winner
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-12-09,-1.90281219,0.0,42,0,0,1682.2211904761903,70653.29,9166.11,1.90281219,42,0,,10.0,0.06664309181304036,Greed,Extreme Greed,78,-1.90281219,-1.90281219,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-12-12,-5.42675177,0.0,89,0,0,3332.177640449438,296563.81,55200.0,5.42675177,89,0,,10.0,0.13200797950177476,Greed,Extreme Greed,83,-7.32956396,-1.90281219,-5.42675177,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-12-15,-1.7473268100000001,0.0,28,0,0,4194.129285714285,117435.62,11309.0,1.7473268100000001,28,0,,10.0,0.1661551671361939,Greed,Extreme Greed,80,-9.07689077,-1.90281219,-7.174078580000001,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2024-12-19,-3.30336134,0.0,64,0,0,3791.86515625,242679.37,29973.48,3.30336134,64,0,,10.0,0.1502190194614684,Greed,Extreme Greed,75,-12.38025211,-1.90281219,-10.47743992,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-14,194189.337793,194499.072534,464,464,464,1986.7047629310346,921831.01,48661.88,309.734741,0,464,1.0,0.0,0.07870555232034539,Neutral,Neutral,48,194176.95754089003,194176.95754089003,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-02-17,-11.76278358,0.0,292,0,0,3155.894726027397,921521.26,76542.7,11.76278358,292,0,,10.0,0.12502433281047798,Neutral,Neutral,51,194165.19475731003,194176.95754089003,-11.762783579993993,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-17,-107.542891,0.0,35,0,0,9144.806857142858,320068.24,217804.66,107.542891,35,0,,10.0,0.36228184881001135,Fear,Fear,32,194057.65186631,194176.95754089003,-119.30567458001315,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-18,5405.046349,5429.87424,6,6,6,43103.988333333335,258623.93000000002,240127.14,24.827891,0,6,1.0,0.0,1.7076131654205384,Fear,Fear,34,199462.69821531003,199462.69821531003,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-19,13016.909415,13272.411278,133,20,43,6491.884887218045,863420.6900000001,61072.57,255.50186300000001,69,64,0.46511627906976744,1.078125,0.25718334962603406,Fear,Fear,32,212479.60763031003,212479.60763031003,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-20,3854.598195,3865.013572,75,75,75,1391.7530666666667,104381.48,8000.21,10.415377,0,75,1.0,0.0,0.05513586912829934,Neutral,Neutral,49,216334.20582531003,216334.20582531003,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-27,-53.410361,0.0,77,0,0,2064.410909090909,158959.64,33275.79,53.410361,77,0,,10.0,0.08178396903646352,Fear,Fear,40,216280.79546431004,216334.20582531003,-53.41036099998746,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-03-28,1416.5034580000001,1470.407794,84,84,84,1909.8789285714283,160429.83,49687.97,53.904336,0,84,1.0,0.0,0.07566201015013212,Fear,Fear,44,217697.29892231003,217697.29892231003,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-01,-17.232134000000002,0.0,13,0,0,13807.81,179501.53,64728.23,17.232134000000002,13,0,,10.0,0.5470119831902337,Fear,Fear,34,217680.06678831004,217697.29892231003,-17.232133999990765,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-03,-15.327551,0.0,49,0,0,2260.9597959183675,110787.03,30593.24,15.327551,49,0,,10.0,0.08957047510638488,Fear,Fear,25,217664.73923731002,217697.29892231003,-32.559685000014724,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-05,-23.31552,0.0,34,0,0,2537.0485294117643,86259.65,10000.43,23.31552,34,0,,10.0,0.1005080420083558,Fear,Fear,30,217641.42371731004,217697.29892231003,-55.875204999989364,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-07,-38098.282337000004,-37999.868086,76,6,54,6969.902236842105,529712.57,116840.63,98.414251,6,70,0.1111111111111111,0.08571428571428572,0.27612054664838565,Fear,Extreme Fear,23,179543.14138031003,217697.29892231003,-38154.157542,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-08,2994.491094,3131.840108,148,16,16,9667.030743243244,1430720.55,460952.22,137.349014,132,16,1.0,8.25,0.38297033768732663,Fear,Extreme Fear,24,182537.63247431003,217697.29892231003,-35159.666448,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-09,-36555.597339,-36253.792726,122,83,87,11281.935245901639,1376396.0999999999,373314.16,301.804613,4,118,0.9540229885057471,0.03389830508474576,0.4469466029069384,Fear,Extreme Fear,18,145982.03513531003,217697.29892231003,-71715.263787,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-10,21411.434518,22908.117384,337,244,246,25584.4765578635,8621968.6,1186755.0,1496.682866,257,80,0.991869918699187,3.2125,1.0135579256088372,Fear,Fear,39,167393.46965331002,217697.29892231003,-50303.82926900001,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-11,-191.626505,0.0,65,0,0,33255.74600000001,2161623.49,801751.41,191.626505,65,0,,10.0,1.3174639259904855,Fear,Fear,25,167201.84314831003,217697.29892231003,-50495.455774,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-12,77597.253232,88152.006818,1251,195,328,40967.58708233413,51250451.44,3509752.98,10554.753586,459,792,0.5945121951219512,0.5795454545454546,1.6229772177069495,Fear,Fear,43,244799.09638031002,244799.09638031002,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-13,9386.011264,11239.437228,285,86,86,31745.770947368423,9047544.72,270560.55,1853.425964,199,86,1.0,2.313953488372093,1.257644559406807,Neutral,Neutral,45,254185.10764431002,254185.10764431002,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-14,6573.444938999999,7922.167264999999,230,58,90,38233.16656521739,8793628.31,716855.85,1348.722326,140,90,0.6444444444444445,1.5555555555555556,1.5146500615580676,Fear,Fear,31,260758.55258331003,260758.55258331003,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-15,39554.78321,40966.673478000004,731,433,433,25242.244090287277,18452080.43,1632937.32,1411.8902679999999,172,559,1.0,0.3076923076923077,1.0,Fear,Fear,38,300313.33579331,300313.33579331,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-16,35800.82333,41498.141783,886,342,380,39232.42645598194,34759929.84,2133645.07,5697.318453,548,338,0.9,1.621301775147929,1.5542368703691372,Fear,Fear,29,336114.15912331,336114.15912331,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-17,0.0,0.0,5,0,0,147619.302,738096.51,316306.32,0.0,5,0,,10.0,5.848105321856111,Fear,Fear,30,336114.15912331,336114.15912331,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-18,39218.378218,43400.145539,379,289,289,58751.562744063325,22266842.28,2834011.35,4181.767321,90,289,1.0,0.31141868512110726,2.3275094929721316,Fear,Fear,33,375332.53734131,375332.53734131,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-19,57194.244781,62373.791703999996,637,229,229,43140.85288854003,27480723.29,3279596.7,5179.546923,397,240,1.0,1.6541666666666666,1.709073596397865,Fear,Fear,32,432526.78212231,432526.78212231,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-20,-1033.35275,0.0,160,0,0,52569.3078125,8411089.25,1908223.65,1033.35275,160,0,,10.0,2.0825924836345138,Fear,Fear,37,431493.42937231,432526.78212231,-1033.35275000002,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-21,33824.034751,39772.479641,869,316,448,46044.36062140392,40012549.38,3921430.72,5948.44489,432,437,0.7053571428571429,0.988558352402746,1.8240993335105609,Fear,Fear,39,465317.46412331,465317.46412331,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-22,69472.626129,73209.060448,418,185,185,62608.63574162679,26170409.74,3641180.84,3736.434319,233,185,1.0,1.2594594594594595,2.480311794691716,Neutral,Neutral,47,534790.09025231,534790.09025231,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-23,-992.602217,1656.211757,211,118,156,54580.961753554504,11516582.93,867507.05,2648.813974,37,174,0.7564102564102564,0.21264367816091953,2.16228642581569,Greed,Greed,72,533797.4880353101,534790.09025231,-992.6022169999778,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-24,28624.975306,35332.403093,672,303,378,47146.683541666665,31682571.34,2227114.71,6707.427787,279,393,0.8015873015873016,0.7099236641221374,1.8677691006009958,Greed,Greed,63,562422.46334131,562422.46334131,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-25,2688.8034430000002,8410.75479,499,298,298,49855.811983967935,24878050.18,807729.65,5721.951347,298,201,1.0,1.4825870646766168,1.9750942826494369,Greed,Greed,60,565111.26678431,565111.26678431,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-26,-2531.027945,0.0,314,0,0,35046.08286624204,11004470.02,1024387.04,2531.027945,314,0,,10.0,1.3883901423695957,Greed,Greed,65,562580.23883931,565111.26678431,-2531.02794499998,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-28,32203.431234,37973.605394,654,349,397,38360.42061162079,25087715.08,1292413.14,5770.1741600000005,257,397,0.8790931989924433,0.6473551637279596,1.5196913742855824,Neutral,Neutral,54,594783.67007331,594783.67007331,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-29,112920.991238,117648.295306,992,474,474,32144.09112903226,31886938.4,1246278.89,4727.304068,518,474,1.0,1.0928270042194093,1.2734244631364087,Greed,Greed,60,707704.66131131,707704.66131131,0.0,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-04-30,-2532.342389,0.0,481,0,0,22932.819688149688,11030686.27,596934.77,2532.342389,481,0,,10.0,0.9085095447981104,Greed,Greed,56,705172.31892231,707704.66131131,-2532.3423889999976,Low Leverage,Frequent,Mixed
0x513b8629fe877bb581bf244e326a047b249c4ff1,2025-05-01,58825.593402,60544.304874,329,236,236,22713.250030395135,7472659.26,807595.27,1718.711472,93,236,1.0,0.3940677966101695,0.8998110448957567,Neutral,Neutral,53,763997.91232431,763997.91232431,0.0,Low Leverage,Frequent,Mixed
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-11,697.627039,698.009722,8,8,8,136.67374999999998,1093.3899999999999,158.87,0.382683,0,8,1.0,0.0,0.16400849999999997,Greed,Greed,74,697.627039,697.627039,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-12,362.65501,362.84131,4,4,4,133.0725,532.29,177.57,0.1863,0,4,1.0,0.0,0.159687,Greed,Extreme Greed,83,1060.282049,1060.282049,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-14,39041.417034,39057.10912,80,80,80,664.7225000000001,53177.8,11680.5,15.692086,0,80,1.0,0.0,0.797667,Greed,Extreme Greed,83,40101.699083,40101.699083,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-15,18876.757523,18879.21027,15,15,15,1635.1666666666667,24527.5,12327.5,2.452747,0,15,1.0,0.0,1.9622,Greed,Extreme Greed,80,58978.456606,58978.456606,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-16,12643.255211,12648.870412,47,47,47,341.3504255319149,16043.47,1032.95,5.615201,0,47,1.0,0.0,0.40962051063829785,Greed,Extreme Greed,83,71621.711817,71621.711817,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-17,2243.062927,2244.04603,7,7,7,401.2685714285714,2808.88,1086.03,0.983103,0,7,1.0,0.0,0.4815222857142857,Greed,Extreme Greed,87,73864.774744,73864.774744,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2024-12-21,27637.572614,27649.187167,89,89,89,372.85966292134833,33184.51,688.86,11.614553,0,89,1.0,0.0,0.44743159550561795,Greed,Greed,73,101502.347358,101502.347358,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-11,-0.12835807999999999,0.0,33,0,0,227.26757575757574,7499.83,1712.8,0.12835807999999999,33,0,,10.0,0.27272109090909086,Greed,Greed,69,101502.21899992,101502.347358,-0.1283580799936317,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-12,-0.16975321,0.0,12,0,0,833.3333333333334,10000.0,1776.03,0.16975321,12,0,,10.0,1.0,Greed,Greed,62,101502.04924671,101502.347358,-0.29811129000154324,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-13,-0.2244543,0.0,23,0,0,543.5169565217391,12500.89,1952.95,0.2244543,23,0,,10.0,0.6522203478260868,Greed,Greed,61,101501.82479241,101502.347358,-0.5225655899994308,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-19,-0.05935712,0.0,12,0,0,291.6675,3500.01,1002.98,0.05935712,12,0,,10.0,0.350001,Greed,Extreme Greed,77,101501.76543529,101502.347358,-0.5819227100000717,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-20,-0.08311618,0.0,3,0,0,1666.64,4999.92,2499.82,0.08311618,3,0,,10.0,1.999968,Greed,Extreme Greed,76,101501.68231911,101502.347358,-0.6650388900015969,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-23,-0.0062225200000000005,0.0,3,0,0,141.0,423.0,287.11,0.0062225200000000005,3,0,,10.0,0.1692,Greed,Extreme Greed,75,101501.67609659,101502.347358,-0.6712614099960774,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-27,-0.23187297,0.0,11,0,0,1272.7318181818182,14000.05,3838.22,0.23187297,11,0,,10.0,1.5272781818181818,Greed,Greed,71,101501.44422362,101502.347358,-0.9031343800015748,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-01-30,1640.261971,1643.602279,8,8,8,1242.675,9941.4,4043.09,3.3403080000000003,0,8,1.0,0.0,1.49121,Greed,Greed,70,103141.70619462,103141.70619462,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-01,-0.1274312,0.0,5,0,0,1987.6240000000003,9938.12,2485.19,0.1274312,5,0,,10.0,2.3851488,Greed,Greed,68,103141.57876342,103141.70619462,-0.1274312000023201,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-14,843.021866,844.8168900000001,21,21,21,254.39857142857142,5342.37,425.82,1.795024,0,21,1.0,0.0,0.30527828571428567,Neutral,Neutral,48,103984.60062942,103984.60062942,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-02-15,-0.06949772,0.0,11,0,0,485.4918181818182,5340.41,882.49,0.06949772,11,0,,10.0,0.5825901818181818,Neutral,Neutral,50,103984.5311317,103984.60062942,-0.06949772000371013,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-26,411.75677491000005,413.304033,18,2,2,875.7783333333333,15764.01,4686.4,1.54725809,16,2,1.0,8.0,1.0509339999999998,Neutral,Neutral,47,104396.28790661,104396.28790661,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-27,151.95596864,154.257092,23,15,15,550.3630434782609,12658.35,2335.21,2.30112336,8,15,1.0,0.5333333333333333,0.6604356521739131,Fear,Fear,40,104548.24387525,104548.24387525,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-28,-0.06741754,0.0,12,0,0,227.225,2726.7,999.95,0.06741754,12,0,,10.0,0.27266999999999997,Fear,Fear,44,104548.17645771,104548.24387525,-0.06741754000540823,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-29,-0.02113366,0.0,7,0,0,221.41285714285712,1549.8899999999999,499.77,0.02113366,7,0,,10.0,0.2656954285714285,Fear,Fear,26,104548.15532404999,104548.24387525,-0.0885512000095332,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-30,3.21560432,3.492534,6,1,1,276.01,1656.06,752.56,0.27692968,4,2,1.0,2.0,0.33121199999999995,Fear,Fear,32,104551.37092837,104551.37092837,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-03-31,-0.00395464,0.0,1,0,0,149.99,149.99,149.99,0.00395464,1,0,,10.0,0.179988,Fear,Fear,34,104551.36697373,104551.37092837,-0.0039546400075778365,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-01,124.24536599999999,132.71954399999998,14,4,4,1954.3107142857145,27360.350000000002,4998.1,8.474178,4,10,1.0,0.4,2.3451728571428574,Fear,Fear,34,104675.61233973,104675.61233973,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-02,224.340825,234.497751,34,9,9,1120.655,38102.27,7837.39,10.156926,15,19,1.0,0.7894736842105263,1.3447859999999998,Fear,Fear,44,104899.95316473,104899.95316473,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-03,293.58364604,298.031364,20,5,5,922.9384999999999,18458.769999999997,8618.24,4.44771796,19,1,1.0,10.0,1.1075261999999997,Fear,Fear,25,105193.53681077,105193.53681077,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-04,385.007830039,392.35488599999996,60,9,9,626.296,37577.76,3208.41,7.347055961,36,24,1.0,1.5,0.7515552,Fear,Fear,28,105578.54464080899,105578.54464080899,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-05,35.614343,41.479757,17,11,12,1026.9088235294118,17457.45,3503.16,5.865414,12,5,0.9166666666666666,2.4,1.2322905882352941,Fear,Fear,30,105614.158983809,105614.158983809,0.0,Low Leverage,Infrequent,Consistent Winner
0x6d6a4b953f202f8df5bed40692e7fd865318264a,2025-04-06,201.82716088150002,207.98348199999998,22,10,10,1384.9813636363635,30469.59,5015.43,6.1563211185,20,2,1.0,10.0,1.6619776363636363,Fear,Fear,34,105815.9861446905,105815.9861446905,0.0,Low Leverage,Infrequent,Consistent Winner
